global_frame_idx,day_str,video_path,video_name,frame_idx_in_video,frame_time,timestamp_ms
1274,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,74,20190701-001037000,1561932637000
1275,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,75,20190701-001037500,1561932637500
1276,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,76,20190701-001038000,1561932638000
1277,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,77,20190701-001038500,1561932638500
1278,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,78,20190701-001039000,1561932639000
1279,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,79,20190701-001039500,1561932639500
1280,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,80,20190701-001040000,1561932640000
1281,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,81,20190701-001040500,1561932640500
1282,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,82,20190701-001041000,1561932641000
1283,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,83,20190701-001041500,1561932641500
1284,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,84,20190701-001042000,1561932642000
1285,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,85,20190701-001042500,1561932642500
1286,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,86,20190701-001043000,1561932643000
1287,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,87,20190701-001043500,1561932643500
1288,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,88,20190701-001044000,1561932644000
1289,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,89,20190701-001044500,1561932644500
1290,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,90,20190701-001045000,1561932645000
1291,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,91,20190701-001045500,1561932645500
1292,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,92,20190701-001046000,1561932646000
1293,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,93,20190701-001046500,1561932646500
1294,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,94,20190701-001047000,1561932647000
1295,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,95,20190701-001047500,1561932647500
1296,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,96,20190701-001048000,1561932648000
1297,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,97,20190701-001048500,1561932648500
1298,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,98,20190701-001049000,1561932649000
1299,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,99,20190701-001049500,1561932649500
1300,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,100,20190701-001050000,1561932650000
1301,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,101,20190701-001050500,1561932650500
1302,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,102,20190701-001051000,1561932651000
1303,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,103,20190701-001051500,1561932651500
1304,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,104,20190701-001052000,1561932652000
1305,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,105,20190701-001052500,1561932652500
1306,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,106,20190701-001053000,1561932653000
1307,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,107,20190701-001053500,1561932653500
1308,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,108,20190701-001054000,1561932654000
1309,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,109,20190701-001054500,1561932654500
1310,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,110,20190701-001055000,1561932655000
1311,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,111,20190701-001055500,1561932655500
1312,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,112,20190701-001056000,1561932656000
1313,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,113,20190701-001056500,1561932656500
1314,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,114,20190701-001057000,1561932657000
1315,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,115,20190701-001057500,1561932657500
1316,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,116,20190701-001058000,1561932658000
1317,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,117,20190701-001058500,1561932658500
1318,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,118,20190701-001059000,1561932659000
1319,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,119,20190701-001059500,1561932659500
1320,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,120,20190701-001100000,1561932660000
1321,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,121,20190701-001100500,1561932660500
1322,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,122,20190701-001101000,1561932661000
1323,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,123,20190701-001101500,1561932661500
1324,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,124,20190701-001102000,1561932662000
1325,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,125,20190701-001102500,1561932662500
1326,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,126,20190701-001103000,1561932663000
1327,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,127,20190701-001103500,1561932663500
1328,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,128,20190701-001104000,1561932664000
1329,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,129,20190701-001104500,1561932664500
1330,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,130,20190701-001105000,1561932665000
1331,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,131,20190701-001105500,1561932665500
1332,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,132,20190701-001106000,1561932666000
1333,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,133,20190701-001106500,1561932666500
1334,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,134,20190701-001107000,1561932667000
1335,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,135,20190701-001107500,1561932667500
1336,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,136,20190701-001108000,1561932668000
1337,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,137,20190701-001108500,1561932668500
1338,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,138,20190701-001109000,1561932669000
1339,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,139,20190701-001109500,1561932669500
1340,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,140,20190701-001110000,1561932670000
1341,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,141,20190701-001110500,1561932670500
1342,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,142,20190701-001111000,1561932671000
1343,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,143,20190701-001111500,1561932671500
1344,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,144,20190701-001112000,1561932672000
1345,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,145,20190701-001112500,1561932672500
1346,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,146,20190701-001113000,1561932673000
1347,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,147,20190701-001113500,1561932673500
1348,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,148,20190701-001114000,1561932674000
1349,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,149,20190701-001114500,1561932674500
1350,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,150,20190701-001115000,1561932675000
1351,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,151,20190701-001115500,1561932675500
1352,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,152,20190701-001116000,1561932676000
1353,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,153,20190701-001116500,1561932676500
1354,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,154,20190701-001117000,1561932677000
1355,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,155,20190701-001117500,1561932677500
1356,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,156,20190701-001118000,1561932678000
1357,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,157,20190701-001118500,1561932678500
1358,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,158,20190701-001119000,1561932679000
1359,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,159,20190701-001119500,1561932679500
1360,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,160,20190701-001120000,1561932680000
1361,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,161,20190701-001120500,1561932680500
1362,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,162,20190701-001121000,1561932681000
1363,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,163,20190701-001121500,1561932681500
1364,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,164,20190701-001122000,1561932682000
1365,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,165,20190701-001122500,1561932682500
1366,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,166,20190701-001123000,1561932683000
1367,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,167,20190701-001123500,1561932683500
1368,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,168,20190701-001124000,1561932684000
1369,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,169,20190701-001124500,1561932684500
1370,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,170,20190701-001125000,1561932685000
1371,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,171,20190701-001125500,1561932685500
1372,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,172,20190701-001126000,1561932686000
1373,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,173,20190701-001126500,1561932686500
1374,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,174,20190701-001127000,1561932687000
1375,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,175,20190701-001127500,1561932687500
1376,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,176,20190701-001128000,1561932688000
1377,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,177,20190701-001128500,1561932688500
1378,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,178,20190701-001129000,1561932689000
1379,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,179,20190701-001129500,1561932689500
1380,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,180,20190701-001130000,1561932690000
1381,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,181,20190701-001130500,1561932690500
1382,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,182,20190701-001131000,1561932691000
1383,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,183,20190701-001131500,1561932691500
1384,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,184,20190701-001132000,1561932692000
1385,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,185,20190701-001132500,1561932692500
1386,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,186,20190701-001133000,1561932693000
1387,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,187,20190701-001133500,1561932693500
1388,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,188,20190701-001134000,1561932694000
1389,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,189,20190701-001134500,1561932694500
1390,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,190,20190701-001135000,1561932695000
1391,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,191,20190701-001135500,1561932695500
1392,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,192,20190701-001136000,1561932696000
1393,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,193,20190701-001136500,1561932696500
1394,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,194,20190701-001137000,1561932697000
1395,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,195,20190701-001137500,1561932697500
1396,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,196,20190701-001138000,1561932698000
1397,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,197,20190701-001138500,1561932698500
1398,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,198,20190701-001139000,1561932699000
1399,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,199,20190701-001139500,1561932699500
1400,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,200,20190701-001140000,1561932700000
1401,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,201,20190701-001140500,1561932700500
1402,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,202,20190701-001141000,1561932701000
1403,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,203,20190701-001141500,1561932701500
1404,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,204,20190701-001142000,1561932702000
1405,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,205,20190701-001142500,1561932702500
1406,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,206,20190701-001143000,1561932703000
1407,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,207,20190701-001143500,1561932703500
1408,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,208,20190701-001144000,1561932704000
1409,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-001000.avi,SPT_20190701-001000.avi,209,20190701-001144500,1561932704500
