global_frame_idx,day_str,video_path,video_name,frame_idx_in_video,frame_time,timestamp_ms
685,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,85,20190701-000542500,1561932342500
686,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,86,20190701-000543000,1561932343000
687,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,87,20190701-000543500,1561932343500
688,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,88,20190701-000544000,1561932344000
689,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,89,20190701-000544500,1561932344500
690,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,90,20190701-000545000,1561932345000
691,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,91,20190701-000545500,1561932345500
692,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,92,20190701-000546000,1561932346000
693,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,93,20190701-000546500,1561932346500
694,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,94,20190701-000547000,1561932347000
695,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,95,20190701-000547500,1561932347500
696,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,96,20190701-000548000,1561932348000
697,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,97,20190701-000548500,1561932348500
698,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,98,20190701-000549000,1561932349000
699,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,99,20190701-000549500,1561932349500
700,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,100,20190701-000550000,1561932350000
701,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,101,20190701-000550500,1561932350500
702,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,102,20190701-000551000,1561932351000
703,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,103,20190701-000551500,1561932351500
704,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,104,20190701-000552000,1561932352000
705,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,105,20190701-000552500,1561932352500
706,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,106,20190701-000553000,1561932353000
707,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,107,20190701-000553500,1561932353500
708,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,108,20190701-000554000,1561932354000
709,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,109,20190701-000554500,1561932354500
710,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,110,20190701-000555000,1561932355000
711,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,111,20190701-000555500,1561932355500
712,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,112,20190701-000556000,1561932356000
713,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,113,20190701-000556500,1561932356500
714,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,114,20190701-000557000,1561932357000
715,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,115,20190701-000557500,1561932357500
716,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,116,20190701-000558000,1561932358000
717,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,117,20190701-000558500,1561932358500
718,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,118,20190701-000559000,1561932359000
719,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,119,20190701-000559500,1561932359500
720,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,120,20190701-000600000,1561932360000
721,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,121,20190701-000600500,1561932360500
722,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,122,20190701-000601000,1561932361000
723,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,123,20190701-000601500,1561932361500
724,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,124,20190701-000602000,1561932362000
725,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,125,20190701-000602500,1561932362500
726,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,126,20190701-000603000,1561932363000
727,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,127,20190701-000603500,1561932363500
728,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,128,20190701-000604000,1561932364000
729,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,129,20190701-000604500,1561932364500
730,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,130,20190701-000605000,1561932365000
731,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,131,20190701-000605500,1561932365500
732,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,132,20190701-000606000,1561932366000
733,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,133,20190701-000606500,1561932366500
734,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,134,20190701-000607000,1561932367000
735,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,135,20190701-000607500,1561932367500
736,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,136,20190701-000608000,1561932368000
737,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,137,20190701-000608500,1561932368500
738,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,138,20190701-000609000,1561932369000
739,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,139,20190701-000609500,1561932369500
740,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,140,20190701-000610000,1561932370000
741,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,141,20190701-000610500,1561932370500
742,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,142,20190701-000611000,1561932371000
743,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,143,20190701-000611500,1561932371500
744,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,144,20190701-000612000,1561932372000
745,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,145,20190701-000612500,1561932372500
746,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,146,20190701-000613000,1561932373000
747,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,147,20190701-000613500,1561932373500
748,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,148,20190701-000614000,1561932374000
749,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,149,20190701-000614500,1561932374500
750,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,150,20190701-000615000,1561932375000
751,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,151,20190701-000615500,1561932375500
752,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,152,20190701-000616000,1561932376000
753,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,153,20190701-000616500,1561932376500
754,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,154,20190701-000617000,1561932377000
755,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,155,20190701-000617500,1561932377500
756,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,156,20190701-000618000,1561932378000
757,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,157,20190701-000618500,1561932378500
758,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,158,20190701-000619000,1561932379000
759,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,159,20190701-000619500,1561932379500
760,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,160,20190701-000620000,1561932380000
761,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,161,20190701-000620500,1561932380500
762,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,162,20190701-000621000,1561932381000
763,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,163,20190701-000621500,1561932381500
764,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,164,20190701-000622000,1561932382000
765,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,165,20190701-000622500,1561932382500
766,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,166,20190701-000623000,1561932383000
767,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,167,20190701-000623500,1561932383500
768,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,168,20190701-000624000,1561932384000
769,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,169,20190701-000624500,1561932384500
770,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,170,20190701-000625000,1561932385000
771,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,171,20190701-000625500,1561932385500
772,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,172,20190701-000626000,1561932386000
773,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,173,20190701-000626500,1561932386500
774,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,174,20190701-000627000,1561932387000
775,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,175,20190701-000627500,1561932387500
776,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,176,20190701-000628000,1561932388000
777,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,177,20190701-000628500,1561932388500
778,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,178,20190701-000629000,1561932389000
779,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,179,20190701-000629500,1561932389500
780,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,180,20190701-000630000,1561932390000
781,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,181,20190701-000630500,1561932390500
782,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,182,20190701-000631000,1561932391000
783,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,183,20190701-000631500,1561932391500
784,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,184,20190701-000632000,1561932392000
785,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,185,20190701-000632500,1561932392500
786,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,186,20190701-000633000,1561932393000
787,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,187,20190701-000633500,1561932393500
788,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,188,20190701-000634000,1561932394000
789,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,189,20190701-000634500,1561932394500
790,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,190,20190701-000635000,1561932395000
791,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,191,20190701-000635500,1561932395500
792,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,192,20190701-000636000,1561932396000
793,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,193,20190701-000636500,1561932396500
794,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,194,20190701-000637000,1561932397000
795,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,195,20190701-000637500,1561932397500
796,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,196,20190701-000638000,1561932398000
797,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,197,20190701-000638500,1561932398500
798,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,198,20190701-000639000,1561932399000
799,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,199,20190701-000639500,1561932399500
800,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,200,20190701-000640000,1561932400000
801,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,201,20190701-000640500,1561932400500
802,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,202,20190701-000641000,1561932401000
803,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,203,20190701-000641500,1561932401500
804,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,204,20190701-000642000,1561932402000
805,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,205,20190701-000642500,1561932402500
806,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,206,20190701-000643000,1561932403000
807,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,207,20190701-000643500,1561932403500
808,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,208,20190701-000644000,1561932404000
809,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,209,20190701-000644500,1561932404500
810,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,210,20190701-000645000,1561932405000
811,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,211,20190701-000645500,1561932405500
812,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,212,20190701-000646000,1561932406000
813,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,213,20190701-000646500,1561932406500
814,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,214,20190701-000647000,1561932407000
815,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,215,20190701-000647500,1561932407500
816,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,216,20190701-000648000,1561932408000
817,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,217,20190701-000648500,1561932408500
818,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,218,20190701-000649000,1561932409000
819,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,219,20190701-000649500,1561932409500
820,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,220,20190701-000650000,1561932410000
821,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,221,20190701-000650500,1561932410500
822,20190701,D:/proyectos_github/SPT-stromboli-explosions-pipeline/data/samples/SPT_videos_sample/SPT_20190701/SPT_20190701-000500.avi,SPT_20190701-000500.avi,222,20190701-000651000,1561932411000
